pdbcode,resolution,year,pK,comment
4xar,2.26,2015,6.97,(40F)
5umy,1.78,2018,6.97,(TNN)
5zag,1.95,2018,6.97,(94I)
1my4,1.90,2003,6.98,(IWD)
3hv8,1.45,2009,6.98,(C2E)
3t83,1.80,2011,6.98,(MG5&SG5)
4att,1.25,2013,6.98,(HNV)
6eif,2.22,2018,6.98,(B5T)
6j3p,1.60,2019,6.98,(B8O)
3slz,1.40,2011,6.99,(3TL)
4bcs,1.80,2013,6.99,(BTN)
4fai,1.65,2012,6.99,(PBD)
1fki,2.20,1994,7.00,(SB1)
1fpc,2.30,1995,7.00,(0ZI)
1gj6,1.50,2002,7.00,(132)
1zoh,1.81,2005,7.00,(K44)
2gyi,1.60,1995,7.00,(HYA)
2j7g,1.91,2006,7.00,(GI4)
2wzf,2.10,2009,7.00,(UDP-BGC)
3bbb,1.30,2008,7.00,(2-mer)
3drf,1.30,2009,7.00,(8-mer)
3drg,2.50,2009,7.00,(9-mer)
3kdm,1.50,2010,7.00,(TES)
3l4y,1.80,2010,7.00,(NR4)
3mhm,1.50,2010,7.00,(J75)
3t82,2.00,2011,7.00,(SG4)
3wtm,2.48,2015,7.00,(N1Y)
3wzn,1.30,2015,7.00,(BTN)
3zyu,1.50,2011,7.00,(1GH)
4b6o,2.00,2012,7.00,(3DQ)
4dew,1.90,2012,7.00,(LU2)
4fcq,2.15,2012,7.00,(2N6)
4riv,1.63,2015,7.00,(LSA)
5boj,1.75,2015,7.00,(4TX)
5d47,1.70,2016,7.00,(L19)
5edb,1.18,2016,7.00,(5M8)
5fl4,1.82,2015,7.00,(9FK)
5g2b,1.83,2017,7.00,(LQY)
5l8c,2.01,2018,7.00,(908)
5l9i,1.90,2016,7.00,(SNW)
5mwy,1.75,2018,7.00,(YNU)
5sz6,1.15,2016,7.00,(72G)
6eq7,1.50,2018,7.00,(BS8)
6haz,1.31,2019,7.00,(FX5)
6hr2,1.76,2019,7.00,(FWZ)
6msy,2.00,2018,7.00,(4-mer)
6mub,2.50,2018,7.00,(5-mer)
3nht,1.45,2010,7.01,(U46)
6fs1,1.60,2018,7.01,(E4Q)
6hay,2.24,2019,7.01,(FX8)
6hhr,2.00,2019,7.01,(G5E)
6i63,2.23,2019,7.01,(2OH)
1ypj,1.78,2006,7.02,(UIB)
2vwl,1.80,2009,7.02,(LZH)
3cdb,2.30,2008,7.02,(9HI)
3igp,1.65,2010,7.02,(DT7)
3n4b,1.60,2011,7.02,(WWZ)
3pbb,1.95,2011,7.02,(PBD)
6p3v,2.50,2019,7.02,(NRV)
1b1h,1.80,1998,7.03,(3-mer)
2vwm,1.96,2009,7.03,(LZI)
4av4,1.90,2012,7.03,(FVQ)
4ql1,1.50,2014,7.03,(35Q)
5epl,1.81,2015,7.03,(6-mer)
5hz9,2.30,2016,7.03,(5M8)
5vsf,1.70,2017,7.03,(9HG)
5win,2.38,2018,7.03,(SKE)
3wtl,2.30,2015,7.04,(N1Y)
3wtn,2.09,2015,7.04,(N2Y)
4p6x,2.50,2014,7.04,(HCY)
6qpl,1.60,2019,7.04,(JC5)
1b5i,1.90,1999,7.05,(3-mer)
1xug,1.50,1998,7.05,(BAB)
2bq7,2.20,2006,7.05,(IID)
2jxr,2.40,1997,7.05,(2Z3)
2wer,1.60,2009,7.05,(RDC)
3ahn,1.80,2010,7.05,(3A1)
3aho,1.88,2010,7.05,(3A2)
3i4y,1.85,2010,7.05,(35C)
3s0d,1.24,2011,7.05,(CTV)
4h3j,1.60,2012,7.05,(10W)
5lli,2.40,2016,7.05,(6Z3)
5nvx,2.20,2017,7.05,(4YY)
6as8,2.10,2018,7.05,(BTG)
6c0s,2.35,2018,7.05,(EEJ)
1ui0,1.50,2003,7.06,(URA)
3po6,1.47,2011,7.06,(DT9)
4cwq,2.00,2014,7.06,(W2D)
4zzz,1.90,2015,7.06,(FSU)
5e2r,1.60,2015,7.06,(520)
5uxf,1.50,2017,7.06,(2BA)
5zc5,1.90,2018,7.06,(09I)
5zyl,1.80,2019,7.06,(9MC)
1ydd,2.10,1995,7.07,(AZM)
2f9k,2.06,2006,7.07,(ZOL)
3cl0,2.20,2008,7.07,(G39)
3ryv,1.20,2011,7.07,(RYV)
4oc5,1.70,2014,7.07,(2QM)
4qew,1.70,2014,7.07,(31P)
4xiq,1.84,2015,7.07,(40Y)
5f5z,1.76,2017,7.07,(5VY)
5hva,2.10,2016,7.07,(DUP)
5hz5,1.40,2017,7.07,(65X)
5mpn,1.23,2018,7.07,(YE5)
1xpz,2.02,2005,7.08,(4TZ)
2hnx,1.50,2006,7.08,(PLM)
3rlp,1.70,2011,7.08,(3RP)
4emf,1.77,2012,7.08,(M7G)
5l2s,2.27,2016,7.08,(6ZV)
1lpg,2.00,2003,7.09,(IMA)
1yq7,2.20,2005,7.09,(RIS)
2bz6,1.60,2006,7.09,(346)
3f7h,1.80,2009,7.09,(419)
4c1u,2.00,2013,7.09,(3-mer)
4ghi,1.50,2013,7.09,(0X3)
5gsa,2.49,2017,7.09,(73K)
5k0h,2.20,2016,7.09,(6PK)
5y8y,1.87,2018,7.09,(8PX)
5zg0,1.58,2019,7.09,(9C3)
6hrq,1.85,2018,7.09,(GM5)
1b32,1.75,1998,7.10,(3-mer)
2f7i,1.60,2005,7.10,(26C)
2v57,1.90,2009,7.10,(PRL)
2wjg,2.20,2009,7.10,(GDP)
3ebi,2.00,2009,7.10,(BEY)
3hky,1.90,2010,7.10,(IX6)
3udd,1.95,2012,7.10,(34M)
3zdg,2.48,2013,7.10,(XRX)
4azg,2.40,2013,7.10,(OAN)
4bny,1.80,2013,7.10,(36I)
4uj2,2.02,2016,7.10,(NVV)
4w97,1.60,2014,7.10,(UCA)
4ymx,1.48,2015,7.10,(ARG)
5l9l,1.80,2016,7.10,(GOP)
5vd2,2.05,2017,7.10,(34W)
6gxq,1.96,2019,7.10,(FFZ)
6p83,1.70,2019,7.10,(O3Y)
4zx4,1.90,2016,7.11,(4TL)
5ula,1.50,2017,7.11,(5MJ)
5vc3,1.97,2017,7.11,(DB8)
6dpt,1.79,2018,7.11,(H7M)
6ht1,2.10,2018,7.11,(GQ5)
1b05,2.00,1998,7.12,(3-mer)
1b52,2.30,1999,7.12,(3-mer)
1nz7,2.40,2003,7.12,(901)
1xd0,2.00,2004,7.12,(ARE)
1z95,1.80,2005,7.12,(198)
2pov,1.60,2007,7.12,(I7B)
2x2r,2.20,2011,7.12,(X2O)
3dx4,1.38,2009,7.12,(GOO)
3hww,1.95,2009,7.12,(AKG)
4daf,2.50,2012,7.12,(0J4)
4e0x,2.00,2012,7.12,(KAI)
5upj,2.30,1997,7.12,(UIN)
6o48,1.46,2019,7.12,(0Q4)
1o3d,1.33,2003,7.13,(780)
2j7d,2.24,2006,7.13,(GI1)
3zc5,2.20,2013,7.13,(W9Z)
4arw,2.20,2012,7.13,(HNR)
4b6p,2.30,2012,7.13,(2HN)
4kx8,2.40,2013,7.13,(4-mer)
4zbf,2.20,2015,7.13,(4M7)
5lom,1.50,2016,7.13,(SNW)
5obg,2.00,2018,7.13,(SY9)
2pv1,1.30,2007,7.14,(7-mer)
2vot,1.95,2008,7.14,(NHV)
3ffp,1.81,2009,7.14,(LC1)
3n7o,1.80,2010,7.14,(N7O)
4ks4,2.50,2013,7.14,(1SN)
4wov,1.80,2015,7.14,(3SM)
4xaq,2.21,2015,7.14,(40F)
5ehr,1.70,2016,7.14,(5OD)
5my8,1.70,2017,7.14,(RXZ)
6epz,1.80,2018,7.14,(MLB)
6fng,1.04,2018,7.14,(DWT)
1elb,2.10,1994,7.15,(0Z4)
1fch,2.20,2000,7.15,(5-mer)
1pxn,2.50,2004,7.15,(CK6)
1xr9,1.79,2005,7.15,(9-mer)
1zog,2.30,2005,7.15,(K37)
2fqx,1.70,2006,7.15,(GMP)
2qnn,1.48,2008,7.15,(QN1)
3arp,1.55,2011,7.15,(DEQ)
3fql,1.80,2009,7.15,(79Z)
3n9r,1.80,2010,7.15,(TD3)
4c1t,2.39,2013,7.15,(4-mer)
4ko8,1.98,2013,7.15,(AGS)
4xt2,1.70,2015,7.15,(43L)
5hvs,1.75,2016,7.15,(65V)
6fcj,2.49,2019,7.15,(D4W)
6mku,1.73,2019,7.15,(ARG)
6nfh,1.40,2019,7.15,(KLM)
6qr7,2.03,2019,7.15,(JEK)
1f0u,1.90,2000,7.16,(RPR)
3f3d,2.30,2008,7.16,(MET)
4iva,1.50,2013,7.16,(1J5)
4o9w,1.69,2014,7.16,(6-mer)
6u5y,1.53,2019,7.16,(Q0M)
1g36,1.90,2001,7.17,(R11)
1o2h,1.77,2003,7.17,(CR3)
2doo,2.43,2006,7.17,(C4H)
2i6b,2.30,2007,7.17,(89I)
3el4,2.00,2009,7.17,(ROC)
3tsk,2.00,2012,7.17,(QEG)
4i9h,2.17,2013,7.17,(1E4)
4o0x,2.48,2014,7.17,(2OQ)
5bv3,2.25,2015,7.17,(M7G)
5u28,1.80,2017,7.17,(82V)
5v0n,2.16,2017,7.17,(8W4)
6g2l,1.48,2018,7.17,(EJ8)
6hlx,1.65,2018,7.17,(G9Z)
6htg,1.94,2018,7.17,(T61)
6p9e,2.00,2019,7.17,(O6D)
2q63,2.20,2008,7.18,(1UN)
2xj2,2.20,2011,7.18,(985)
5wex,1.26,2017,7.18,(8JS)
6e5l,1.17,2019,7.18,(HVD)
1fcx,1.47,2000,7.19,(184)
1gi4,1.37,2002,7.19,(122)
1hsl,1.89,1994,7.19,(HIS)
1q7a,1.60,2004,7.19,(OPB)
1z9y,1.66,2006,7.19,(FUN)
2j7h,1.95,2006,7.19,(AZF)
3f19,1.13,2008,7.19,(HS6)
3gdt,1.60,2009,7.19,(UP6)
3nsn,2.10,2010,7.19,(TMX-CTO)
4app,2.20,2012,7.19,(N53)
4zx3,2.00,2016,7.19,(4TK)
5am7,1.96,2015,7.19,(38O)
5ha1,1.35,2016,7.19,(RNE)
5t9z,1.40,2017,7.19,(78R)
6c7x,1.50,2018,7.19,(EO7)
6ndl,2.00,2019,7.19,(BQX)
2pow,1.75,2007,7.20,(I7C)
2pqb,1.80,2008,7.20,(GG9)
2xii,1.80,2010,7.20,(TA9)
3c79,2.48,2008,7.20,(IM4)
3k2f,1.98,2009,7.20,(NKX)
3mz6,2.00,2010,7.20,(B3N)
4g8n,2.30,2012,7.20,(G8M)
2yek,1.98,2011,7.21,(EAM)
3f1a,1.25,2008,7.21,(HS7)
3s77,1.86,2011,7.21,(EVI)
4av5,1.40,2012,7.21,(FYZ)
4b73,2.50,2012,7.21,(4VA)
5bwc,2.45,2015,7.21,(HBP)
5i80,1.45,2016,7.21,(67B)
5kly,1.30,2017,7.21,(6UR)
5zg3,1.65,2019,7.21,(9C6)
1gvx,1.00,2002,7.22,(6-mer)
1lan,1.90,1995,7.22,(LEU)
1sw2,2.10,2004,7.22,(BET)
2epn,1.61,2008,7.22,(NGT)
2h6t,1.90,2007,7.22,(6-mer)
2hnc,1.55,2006,7.22,(1SA)
3cyz,1.80,2009,7.22,(9OD)
3dzt,1.80,2009,7.22,(EAH)
3k99,2.10,2010,7.22,(PFT)
3m35,2.20,2010,7.22,(M35)
3m96,1.40,2011,7.22,(E38)
3pcj,2.13,1998,7.22,(INO)
3uz5,1.90,2012,7.22,(0CU)
4cra,1.80,2015,7.22,(XJ8)
4gfm,2.30,2013,7.22,(0X2)
4o0y,2.20,2014,7.22,(2OO)
5tfx,1.50,2017,7.22,(7B1)
5we9,1.80,2017,7.22,(GY7)
6k3l,2.09,2019,7.22,(3NG)
3f8e,2.00,2009,7.23,(TE1)
4avh,2.10,2012,7.23,(FK9)
4djx,1.50,2012,7.23,(0KQ)
4lxd,1.90,2013,7.23,(1XV)
1g2l,1.90,2001,7.24,(T87)
1oyt,1.67,2003,7.24,(FSN)
2psv,1.75,2007,7.24,(MUV)
3ikg,1.86,2009,7.24,(J8Z)
3n3g,1.60,2010,7.24,(93N)
3o84,2.10,2010,7.24,(HTJ)
3p3t,1.45,2011,7.24,(3M3)
4azb,2.10,2013,7.24,(OAN)
4fm7,1.56,2012,7.24,(0UP)
4ha5,1.83,2012,7.24,(13W)
4r75,1.28,2015,7.24,(S7P)
5ad1,1.32,2016,7.24,(8LC)
5dh4,2.20,2016,7.24,(5AV)
5nxw,1.10,2018,7.24,(RA9)
5xmx,2.00,2018,7.24,(89L)
6g3q,1.01,2018,7.24,(FO9)
6jb0,1.63,2019,7.24,(TRE)
1jet,1.20,1997,7.25,(3-mer)
2ces,2.15,2006,7.25,(GIM)
2ole,2.40,2008,7.25,(KR2)
2qbw,1.80,2008,7.25,(8-mer)
3gcs,2.10,2009,7.25,(BAX)
3mhl,1.90,2010,7.25,(J71)
3p3r,1.25,2011,7.25,(3M1)
1dhi,1.90,1994,7.26,(MTX)
1mrx,2.00,2003,7.26,(K57)
2qzr,1.95,2007,7.26,(S79)
2xib,2.20,2010,7.26,(DFU)
3cz1,1.50,2009,7.26,(NBB)
3gc5,1.40,2009,7.26,(2MQ)
3p5o,1.60,2010,7.26,(EAM)
4ly1,1.57,2013,7.26,(20Y)
4nnr,1.98,2014,7.26,(FK5)
5hvt,1.75,2016,7.26,(NVS)
6mlj,1.60,2019,7.26,(ARG)
4itp,1.70,2014,7.27,(1GD)
4xit,1.86,2015,7.27,(40Z)
6q3y,1.20,2019,7.27,(HG5)
1b40,2.20,1999,7.28,(3-mer)
1hii,2.30,1995,7.28,(C20)
1kel,1.90,1996,7.28,(AAH)
2ceq,2.14,2006,7.28,(GIM)
2cgr,2.20,1994,7.28,(GAS)
2pql,2.20,2007,7.28,(TSS)
2qhz,1.85,2008,7.28,(MZ2)
2yel,1.65,2011,7.28,(WSH)
3a6t,1.96,2009,7.28,(8OG)
3fl5,2.30,2009,7.28,(TXQ)
3o7u,1.71,2011,7.28,(O7U)
4alx,2.30,2012,7.28,(IZN)
4m2w,1.66,2013,7.28,(ETS)
4qjx,1.95,2015,7.28,(WWO)
5cap,2.40,2015,7.28,(4ZH)
5i7x,1.18,2016,7.28,(67B)
5i7y,1.45,2016,7.28,(69G)
5ia4,1.80,2016,7.28,(88Z)
3ccz,1.70,2008,7.29,(5HI)
4do4,1.40,2012,7.29,(DJN)
4iwz,1.60,2013,7.29,(1GO)
5xva,1.85,2018,7.29,(8FU)
6fa4,2.02,2018,7.29,(D1W)
6mji,2.30,2019,7.29,(JTD)
1o3i,1.51,2003,7.30,(907)
1tmn,1.90,1989,7.30,(0ZN)
1zge,1.65,2006,7.30,(SDA)
2i3i,2.30,2006,7.30,(618)
2qi1,2.00,2008,7.30,(MZ4)
2uxi,2.50,2007,7.30,(G50)
2vvn,1.85,2008,7.30,(NHT)
3c52,2.30,2008,7.30,(PGH)
3n0n,1.50,2011,7.30,(P9B)
3r16,1.60,2011,7.30,(5UN)
4b1j,2.08,2012,7.30,(A1R)
4qyy,1.65,2014,7.30,(3G7)
4riu,1.65,2015,7.30,(3QR)
4sga,1.80,1991,7.30,(5-mer)
5l7h,1.84,2016,7.30,(6QG)
6ckr,1.62,2018,7.30,(F5V)
1o1s,2.30,2003,7.31,(1NH)
3uod,2.50,2012,7.31,(0C3)
4nyf,1.90,2014,7.31,(4BI)
5tbm,1.85,2016,7.31,(79A)
6ex1,1.60,2018,7.31,(N19)
6i64,1.91,2019,7.31,(H48)
1qf1,2.00,1999,7.32,(TI1)
1ydt,2.30,1997,7.32,(IQB)
2j7e,2.19,2006,7.32,(GI2)
3ipu,2.40,2010,7.32,(O40)
3kv2,1.55,2009,7.32,(NNH)
3pww,1.22,2011,7.32,(ROC)
4c9x,1.20,2014,7.32,(VHS)
4qj0,1.55,2015,7.32,(WWX)
6c9s,2.23,2019,7.32,(ERP)
6p3t,2.50,2019,7.32,(NRS)
6s5k,1.60,2019,7.32,(KWE)
2j2u,1.90,2006,7.33,(GSQ)
2r2m,2.10,2008,7.33,(I50)
4ayq,1.10,2013,7.33,(MVL)
5w2s,2.40,2018,7.33,(KMG)
6h77,2.10,2018,7.33,(ATP)
6hly,1.40,2018,7.33,(G9Z)
1uw6,2.20,2004,7.34,(NCT)
2gv6,2.10,2006,7.34,(730)
2vvs,2.24,2008,7.34,(OAN)
2ydw,1.90,2011,7.34,(WSH)
3f7i,1.90,2009,7.34,(G13)
4mnp,2.50,2014,7.34,(SLB)
5dqc,2.47,2016,7.34,(5E7)
5ia3,1.79,2016,7.34,(P17)
1qkb,1.80,1999,7.35,(3-mer)
1ttm,1.95,2004,7.35,(667)
3rtf,1.70,2011,7.35,(CWD)
3s6t,2.30,2012,7.35,(OAN)
3su2,1.50,2012,7.35,(TSV)
3zdh,2.20,2013,7.35,(XRS)
4z93,1.27,2015,7.35,(4LD)
6ma4,2.00,2018,7.35,(JA7)
1k6p,2.20,2002,7.36,(XN3)
1swg,1.80,1998,7.36,(BTN)
4ca7,1.82,2013,7.36,(3EF)
4gu6,1.95,2013,7.36,(10N)
4q6d,1.12,2014,7.36,(WW3)
4xmb,2.43,2015,7.36,(41P)
5fl6,1.95,2015,7.36,(Y0R)
5vc4,2.10,2017,7.36,(XZN)
6d55,1.68,2018,7.36,(FWA)
6e4a,1.26,2018,7.36,(HRY)
6q3z,2.00,2019,7.36,(HG8)
6qmj,1.86,2019,7.36,(J6K)
1b51,1.80,1999,7.37,(3-mer)
1cnx,1.90,1995,7.37,(EG2)
1fao,1.80,2000,7.37,(4IP)
3dp4,2.11,2008,7.37,(AMQ)
3f7g,2.30,2009,7.37,(389)
3m5e,1.70,2010,7.37,(JDR)
5f60,1.35,2017,7.37,(5VZ)
5ufp,1.90,2017,7.37,(86D)
6g37,1.48,2018,7.37,(FTU)
6nwl,1.60,2019,7.37,(HCY)
6pve,2.30,2019,7.37,(OZP)
1bxq,1.41,1998,7.38,(PP8)
1qf0,2.20,1999,7.38,(TI2)
2qi0,2.10,2008,7.38,(MZ3)
4hfp,2.40,2013,7.38,(15U)
4o07,1.86,2014,7.38,(FGH)
5ceq,1.91,2015,7.38,(50F)
5igm,1.60,2016,7.38,(BMF)
5lny,1.88,2017,7.38,(70K)
5tcj,2.40,2017,7.38,(79V)
5zaj,1.65,2018,7.38,(32I)
6gwe,2.30,2019,7.38,(ODB)
1d3p,2.10,2000,7.39,(BT3)
2hzy,1.35,2006,7.39,(DHJ)
3mna,1.50,2011,7.39,(DWH)
3p5l,1.50,2011,7.39,(IT5)
4na9,2.24,2014,7.39,(1T7)
1b55,2.40,1999,7.40,(4IP)
1drj,2.50,1995,7.40,(RIP)
1f8c,1.70,2001,7.40,(4AM)
1k1m,2.20,2001,7.40,(FD4)
1oar,2.22,2004,7.40,(AZN)
1owh,1.61,2003,7.40,(239)
1zoe,1.77,2005,7.40,(K25)
2bpy,1.90,1999,7.40,(3IN)
2i3h,1.62,2006,7.40,(4-mer)
2zy1,1.78,2009,7.40,(830)
3f18,1.13,2008,7.40,(HS5)
3re4,2.00,2012,7.40,(TO1)
3rlq,1.90,2011,7.40,(3RQ)
3up2,2.30,2012,7.40,(0C8)
3vha,1.39,2012,7.40,(VHA)
3zi0,1.90,2013,7.40,(FM8)
4jyt,2.00,2014,7.40,(N4A)
4jzi,2.00,2014,7.40,(N4C)
4kn0,2.10,2013,7.40,(MTX)
4z83,1.80,2015,7.40,(4L7)
5tuz,1.95,2017,7.40,(7L6)
6im4,1.93,2019,7.40,(6-mer)
1ik4,2.00,2001,7.41,(PGH)
2q2a,1.79,2008,7.41,(ARG)
3s5y,2.10,2012,7.41,(DGJ)
3zns,2.45,2013,7.41,(NU7)
4j21,1.93,2013,7.41,(AJ6)
4p5z,2.00,2014,7.41,(Q7M)
4qpl,1.90,2014,7.41,(V3L)
4wn5,1.15,2015,7.41,(MVC)
5ne5,1.05,2017,7.41,(KIF)
6fyz,2.15,2018,7.41,(EBE)
1q5k,1.94,2004,7.42,(TMU)
1t32,1.85,2005,7.42,(OHH)
2pou,1.60,2007,7.42,(I7A)
2xys,1.91,2011,7.42,(SY9)
3ryy,1.16,2011,7.42,(RYY)
3zm9,1.90,2013,7.42,(QMQ)
5nk3,1.59,2017,7.42,(92Q)
6ei5,2.20,2018,7.42,(B5Q)
1b5j,1.80,1999,7.43,(3-mer)
2bak,2.20,2005,7.43,(AQZ)
2isw,1.75,2006,7.43,(PGH)
3mmf,1.50,2011,7.43,(D9H)
4o05,1.79,2014,7.43,(2Q9)
4qgd,1.80,2014,7.43,(PZZ)
6eol,1.50,2018,7.43,(BKH)
1ciz,1.64,1999,7.44,(DPS)
1qb9,1.80,2000,7.44,(806)
1vzq,1.54,2005,7.44,(SHY)
2f7o,1.43,2006,7.44,(MSN)
2oxn,1.70,2007,7.44,(OAN)
2qbq,2.10,2008,7.44,(4B3)
2r38,1.81,2008,7.44,(G4G)
3znr,2.40,2013,7.44,(NU9)
4avj,2.10,2012,7.44,(J73)
4m2v,1.72,2013,7.44,(BZ1)
6o0o,2.00,2019,7.44,(F3Q)
1n0s,2.00,2003,7.45,(FLU)
2ccb,1.65,2006,7.45,(RBF)
4azi,1.98,2013,7.45,(OAN)
1sqo,1.84,2004,7.46,(UI2)
1yei,1.90,1999,7.46,(PGG)
1yej,1.85,1999,7.46,(PNF)
2p53,2.10,2007,7.46,(NNG)
3fed,1.29,2009,7.46,(BIX)
3ocz,1.35,2011,7.46,(SRA)
3t2w,1.50,2012,7.46,(BTN)
4cpr,1.80,2014,7.46,(378)
4dff,2.11,2012,7.46,(0JP)
4q4o,1.35,2014,7.46,(2YM)
5f61,1.45,2017,7.46,(5W0)
5fdc,1.75,2016,7.46,(5WN)
5msb,1.30,2018,7.46,(V13)
5nlk,1.80,2018,7.46,(92E)
6gxb,1.35,2019,7.46,(FF5)
6qmk,1.72,2019,7.46,(J8H)
1xh4,2.45,2005,7.47,(R69)
3oe4,1.49,2011,7.47,(610)
3own,2.00,2010,7.47,(3OX)
5ny3,1.40,2018,7.47,(9E8)
5o07,1.80,2017,7.47,(1VQ)
5ogb,1.80,2018,7.47,(9U5)
5tmp,1.98,1998,7.47,(Z5A)
6maj,2.14,2019,7.47,(JAV)
1iiq,1.83,2002,7.48,(0ZR)
1k6c,2.20,2002,7.48,(MK1)
1u71,2.20,2005,7.48,(MXA)
2qhy,1.85,2008,7.48,(MZ1)
2qwe,2.00,1998,7.48,(GNA)
3l3l,2.50,2010,7.48,(L3L)
3u92,1.90,2012,7.48,(KAI)
6dl2,1.47,2019,7.48,(GUJ)
6eya,2.10,2018,7.48,(C4K)
6qau,2.48,2019,7.48,(1FV)
2hhn,1.55,2007,7.49,(GNQ)
3m6r,2.40,2011,7.49,(BB2)
3nyx,2.50,2010,7.49,(TZ1)
4emr,1.75,2012,7.49,(MGP)
4l6t,1.86,2013,7.49,(5-mer)
5vih,2.40,2017,7.49,(5DZ)
4cpw,1.70,2014,7.50,(V78)
5mwp,1.82,2018,7.50,(ECV)
6hk3,2.35,2019,7.50,(G8B)
6otg,1.50,2019,7.50,(4UY)
2vwo,1.60,2009,7.51,(LZG)
3n2v,1.55,2010,7.51,(JT5)
4hdp,1.22,2013,7.51,(G52)
4qf8,1.65,2014,7.51,(SPD)
5byi,1.15,2015,7.51,(4WA)
6fhk,1.66,2018,7.51,(ADP)
6sge,1.50,2019,7.51,(GTP)
1bm7,2.00,1998,7.52,(FLF)
1ivp,2.50,1993,7.52,(1ZK)
1lah,2.06,1995,7.52,(ORN)
1lf2,1.80,2002,7.52,(R37)
1lke,1.90,2003,7.52,(DOG)
1mmq,1.90,1996,7.52,(RRS)
1uml,2.50,2004,7.52,(FR4)
1zfq,1.55,2006,7.52,(ZEC)
2mas,2.30,1997,7.52,(PIR)
3ekr,2.00,2008,7.52,(PY9)
3hfb,1.92,2010,7.52,(ML4)
3hmo,2.40,2010,7.52,(STU)
3l4u,1.90,2010,7.52,(DSK)
3myq,1.35,2011,7.52,(E27)
3rlr,1.70,2011,7.52,(3RR)
4dq2,2.50,2012,7.52,(BTX)
4f6w,2.39,2013,7.52,(0SS)
4ty6,1.85,2014,7.52,(39D)
5d48,1.81,2016,7.52,(L96)
5i8g,1.41,2016,7.52,(69E)
5i9x,1.43,2016,7.52,(DB8)
5nau,2.25,2018,7.52,(DZ0)
5znc,1.66,2019,7.52,(QI9)
5u8c,1.60,2017,7.53,(84J)
2f1g,1.90,2006,7.54,(GNF)
4hu1,1.95,2013,7.54,(V13)
4qer,1.20,2014,7.54,(STL)
6cwh,2.00,2018,7.54,(6LA)
6mln,1.72,2019,7.54,(ARG)
1k1j,2.20,2001,7.55,(FD2)
1lpk,2.20,2003,7.55,(CBB)
1tlp,2.30,1989,7.55,(RDF)
1v0l,0.98,2004,7.55,(XIF-XYP)
2oi0,2.00,2007,7.55,(283)
2xj1,2.13,2011,7.55,(XJ1)
3b50,1.40,2007,7.55,(SLB)
3ni5,2.10,2011,7.55,(C1H)
3rz0,1.80,2011,7.55,(RZ0)
4asj,2.25,2012,7.55,(N6A)
4ngn,1.64,2014,7.55,(J96)
5c8n,2.40,2015,7.55,(4YX)
5oot,2.10,2017,7.55,(4K4)
6aqs,1.57,2018,7.55,(IM5)
6gvf,2.50,2019,7.55,(FE5)
6hsh,1.55,2018,7.55,(GOK)
6o9c,2.45,2019,7.55,(9-mer)
3cct,2.12,2008,7.56,(3HI)
3suf,2.19,2012,7.56,(SUE)
1d09,2.10,2000,7.57,(PAL)
1qhc,1.70,1999,7.57,(PUA)
2avs,1.10,2006,7.57,(MK1)
2pyn,1.85,2008,7.57,(1UN)
3cd0,2.40,2008,7.57,(6HI)
3ipq,2.00,2010,7.57,(965)
3ocp,2.49,2011,7.57,(CMP)
3q6w,1.75,2011,7.57,(Q6W)
4crb,1.85,2015,7.57,(7P0)
4fnn,2.24,2012,7.57,(STE)
4nvp,2.50,2014,7.57,(7CH)
4pmm,2.00,2014,7.57,(31V)
5ive,1.78,2016,7.57,(6E8)
6gla,1.92,2018,7.57,(F4B)
3cda,2.07,2008,7.58,(8HI)
2fdp,2.50,2006,7.59,(FRP)
2xb8,2.40,2010,7.59,(XNW)
3p3s,1.60,2011,7.59,(3M2)
3t5u,1.75,2012,7.59,(A09)
4cu7,2.20,2014,7.59,(GIF)
5nkd,1.41,2017,7.59,(91K)
5nkh,1.29,2017,7.59,(8ZQ)
6guh,1.50,2018,7.59,(FB8)
6hax,2.35,2019,7.59,(FWZ)
1lpz,2.40,2003,7.60,(CMB)
2c3i,1.90,2005,7.60,(IYZ)
2o8h,1.80,2007,7.60,(227)
2zmm,2.10,2008,7.60,(35B)
3ehx,1.90,2009,7.60,(BDL)
3fh7,2.05,2010,7.60,(25P)
3gc4,1.80,2009,7.60,(AAQ)
3iph,2.10,2009,7.60,(G11)
3kr4,2.00,2010,7.60,(BES)
3liw,2.22,2010,7.60,(RUP)
3p58,1.49,2011,7.60,(P58)
4m8h,2.20,2014,7.60,(R4M)
4uyf,1.60,2014,7.60,(73B)
5hct,1.36,2016,7.60,(61P)
5ia5,1.78,2016,7.60,(GV0)
5t9u,2.30,2017,7.60,(7HG)
6css,1.70,2018,7.60,(FBJ)
6guc,2.00,2018,7.60,(SU9)
1ftm,1.70,2000,7.61,(AMQ)
3ibn,2.20,2009,7.61,(O60)
4g95,1.35,2014,7.61,(OAG)
5m77,1.46,2017,7.61,(2-mer)
5vij,2.11,2017,7.61,(5DX)
1fzq,1.70,2000,7.62,(GDP)
1k6t,2.25,2002,7.62,(XN1)
1yqy,2.30,2005,7.62,(915)
2aoe,1.54,2006,7.62,(0Q4)
2p3c,2.10,2007,7.62,(3TL)
2psu,1.93,2007,7.62,(MUU)
2pvl,1.90,2008,7.62,(P55)
3be9,2.00,2008,7.62,(P04)
3o4k,2.11,2010,7.62,(LTC)
4dbm,2.30,2012,7.62,(0J0)
4uin,2.50,2015,7.62,(QI9)
